Mag,Long,Lat,Depth,Year,Mo,Day,Hr,Min,Sec,Cat,Depthneg
1.47,-112.0687,42.1643,2.4,2009,1,24,21,35,23.95,0,-2.4
1.61,-111.5073,39.0598,2.4,2009,2,20,13,25,2.1,0,-2.4
1.57,-111.7697,41.666,2.4,2009,3,2,4,20,2.36,0,-2.4
1.39,-111.3383,40.4568,2.4,2009,5,6,23,26,51.33,0,-2.4
0.71,-111.5025,41.856,2.4,2010,4,4,19,51,5.95,0,-2.4
1.56,-112.707,38.083,2.4,2010,6,2,0,14,56.49,0,-2.4
1.2,-112.6473,38.6203,2.4,2010,7,10,8,57,51.3,0,-2.4
1.42,-111.4638,39.111,2.4,2010,8,6,9,18,53.86,0,-2.4
0.95,-113.1103,37.8027,2.4,2010,8,11,11,17,26.99,0,-2.4
0.4,-111.771,41.7003,2.4,2010,8,12,11,53,3.85,0,-2.4
1.24,-112.4092,38.0185,2.4,2010,9,9,5,30,5.66,0,-2.4
1.09,-112.144,39.5807,2.4,2010,10,22,12,59,14.81,0,-2.4
1.25,-112.3262,38.4018,2.4,2010,10,28,3,52,37.73,0,-2.4
2,-111.8002,41.9817,2.4,2010,12,1,3,1,47.11,0,-2.4
3.23,-108.9113,38.2768,2.5,2000,3,15,12,14,27.57,0,-2.5
2.89,-112.4338,38.706,2.5,2000,3,24,2,5,54.69,0,-2.5
1.85,-111.2358,42.4638,2.5,2000,4,3,13,28,54.02,0,-2.5
1.04,-111.4292,40.7423,2.5,2000,6,22,22,27,29.58,0,-2.5
1.38,-111.438,38.6765,2.5,2000,7,3,16,0,21.08,0,-2.5
0.61,-112.3952,41.8097,2.5,2000,8,27,9,5,38.52,0,-2.5
1.07,-112.0392,39.602,2.5,2000,9,14,1,30,4.51,0,-2.5
1.1,-112.34,41.5253,2.5,2000,11,17,11,15,32.11,0,-2.5
0.71,-111.3372,40.2802,2.5,2000,11,28,21,47,18.68,0,-2.5
2.33,-112.3195,37.6035,2.5,2001,1,3,17,19,16.82,0,-2.5
1.58,-111.7745,38.6568,2.5,2001,2,13,17,19,29.04,0,-2.5
1.19,-111.0687,40.5053,2.5,2001,5,7,9,16,24.9,0,-2.5
1.71,-113.3783,36.927,2.5,2001,5,8,17,57,9.86,0,-2.5
1.68,-111.4127,39.6027,2.5,2002,1,1,17,9,58.6,0,-2.5
1.56,-111.9845,41.954,2.5,2002,1,26,1,24,5.3,0,-2.5
1.36,-112.193,39.078,2.5,2002,5,9,3,59,21.37,0,-2.5
2.23,-112.46,38.4635,2.5,2002,6,28,20,12,29.64,0,-2.5
0.94,-112.5995,41.9103,2.5,2002,10,25,14,34,24.85,0,-2.5
0.98,-111.5773,40.7548,2.5,2002,11,4,4,40,57.48,0,-2.5
1.02,-111.543,38.844,2.5,2002,11,12,21,5,33.99,0,-2.5
2.85,-113.5203,36.962,2.5,2002,11,13,14,42,58.8,0,-2.5
0.47,-111.5522,40.542,2.5,2002,11,22,7,18,10.4,0,-2.5
1.51,-112.9837,37.8203,2.5,2002,12,1,14,45,51.79,0,-2.5
1.49,-111.8857,41.8842,2.5,2003,1,30,13,6,44.88,0,-2.5
1.11,-112.2043,41.843,2.5,2003,2,2,11,41,55.03,0,-2.5
1.76,-110.5918,39.2073,2.5,2003,3,14,20,44,21.75,0,-2.5
1.2,-111.4407,38.6758,2.5,2003,4,5,0,55,21.21,0,-2.5
1.68,-113.2828,38.0108,2.5,2003,4,24,8,8,12.53,0,-2.5
1.61,-112.4607,38.5533,2.5,2003,5,11,5,41,29.71,0,-2.5
1.11,-112.6248,41.4852,2.5,2003,6,5,1,21,9.07,0,-2.5
0.77,-112.1385,40.7612,2.5,2003,6,14,9,41,55.2,0,-2.5
1.03,-111.5748,38.7037,2.5,2003,6,17,19,15,21.62,0,-2.5
1.33,-111.9838,41.933,2.5,2003,7,9,4,1,26.28,0,-2.5
1.11,-113.0482,37.3768,2.5,2003,8,1,0,3,55.4,0,-2.5
1.25,-112.3408,38.1393,2.5,2003,8,10,14,8,9.7,0,-2.5
2.15,-111.9085,39.5105,2.5,2003,8,16,7,42,30.34,0,-2.5
1.11,-112.6632,38.5528,2.5,2003,8,28,1,2,46.25,0,-2.5
0.85,-112.6317,41.455,2.5,2003,11,2,3,39,12.44,0,-2.5
1.39,-112.4955,38.4428,2.5,2003,12,4,6,13,55.56,0,-2.5
1.41,-112.498,38.453,2.5,2003,12,4,11,9,50,0,-2.5
1.1,-111.7905,42.0283,2.5,2003,12,8,22,30,45.85,0,-2.5
2.26,-111.9332,38.9917,2.5,2003,12,24,16,20,5.54,0,-2.5
1.91,-111.9532,39.6467,2.5,2003,12,27,21,43,22.88,0,-2.5
0.69,-111.413,40.7057,2.5,2004,2,11,0,54,25.21,0,-2.5
1.06,-111.8123,42.0033,2.5,2004,2,26,6,29,26.03,0,-2.5
1.79,-111.9383,39.6637,2.5,2004,3,19,11,57,28.74,0,-2.5
1.17,-112.4575,38.4523,2.5,2004,4,10,12,59,36.98,0,-2.5
1.44,-112.3222,42.103,2.5,2004,4,13,6,0,40.74,0,-2.5
1.39,-113.613,38.4122,2.5,2004,5,12,6,15,33.51,0,-2.5
1.04,-111.7237,41.4303,2.5,2004,5,12,18,22,43.56,0,-2.5
1.45,-112.362,41.8957,2.5,2004,5,16,1,19,49.11,0,-2.5
0.85,-112.3698,41.9137,2.5,2004,10,21,1,51,47.23,0,-2.5
1.42,-112.0717,38.7777,2.5,2004,10,21,9,49,16.85,0,-2.5
1.27,-111.7252,41.368,2.5,2004,11,21,9,43,18.18,0,-2.5
2.75,-111.4905,42.3927,2.5,2005,4,22,6,22,59.17,0,-2.5
1.36,-112.0775,39.6928,2.5,2005,5,22,10,10,19.69,0,-2.5
1.17,-112.6955,38.5493,2.5,2005,7,28,16,14,45.94,0,-2.5
0.11,-111.338,40.6353,2.5,2005,8,14,1,46,22.41,0,-2.5
1.77,-111.4825,39.486,2.5,2005,11,15,2,43,3.47,0,-2.5
2.28,-111.2162,40.157,2.5,2005,12,20,12,57,32.17,0,-2.5
1.69,-111.9283,39.4082,2.5,2006,2,7,23,56,3.28,0,-2.5
1.01,-112.5832,41.4225,2.5,2006,2,14,7,27,23,0,-2.5
0.47,-112.4553,41.9738,2.5,2006,3,8,13,50,35.59,0,-2.5
0.85,-112.3963,38.4662,2.5,2006,5,20,4,28,40.42,0,-2.5
0.85,-112.6807,38.545,2.5,2006,6,24,22,10,20.84,0,-2.5
1.8,-111.3123,38.6738,2.5,2006,6,26,13,5,8.96,0,-2.5
0.5,-112.4597,41.9677,2.5,2006,7,4,11,2,52.35,0,-2.5
2.12,-114.1602,37.3445,2.5,2006,8,30,9,31,9.47,0,-2.5
3.27,-112.6065,38.3132,2.5,2007,2,8,8,58,29.26,0,-2.5
0.36,-112.1377,41.4762,2.5,2007,4,27,0,4,4.78,0,-2.5
0.54,-111.4712,39.5972,2.5,2007,7,25,13,51,35.34,0,-2.5
1.18,-112.23,38.606,2.5,2007,7,30,5,50,28.39,0,-2.5
1.07,-111.4627,42.006,2.5,2007,7,30,22,58,34.73,0,-2.5
0.98,-111.8795,42.3648,2.5,2007,10,20,15,10,48.28,0,-2.5
1.36,-111.5615,38.8302,2.5,2007,10,28,6,22,5.69,0,-2.5
1.67,-114.1045,37.3977,2.5,2007,11,15,17,58,52.6,0,-2.5
0.68,-112.442,41.8902,2.5,2008,4,3,4,58,32.77,0,-2.5
1.47,-111.5788,38.858,2.5,2008,4,12,4,4,10.51,0,-2.5
1.5,-111.9468,39.3353,2.5,2008,4,22,23,44,3.74,0,-2.5
1,-110.9285,39.477,2.5,2008,4,30,13,33,25.12,0,-2.5
0.76,-112.1623,41.4488,2.5,2008,6,8,14,36,57.26,0,-2.5
1.54,-112.4602,37.8177,2.5,2008,7,28,1,7,50.21,0,-2.5
1.61,-111.6078,38.7035,2.5,2008,8,6,20,38,3.5,0,-2.5
1.58,-111.6853,38.7485,2.5,2008,8,29,20,40,46.88,0,-2.5
1.56,-111.4002,40.7028,2.5,2008,9,11,16,28,46.52,0,-2.5
-0.08,-112.5782,41.95,2.5,2008,12,7,20,40,14.69,0,-2.5
0.63,-111.4983,41.8872,2.5,2009,1,2,4,8,27.46,0,-2.5
0.83,-111.5087,41.8908,2.5,2009,1,2,19,25,39.92,0,-2.5
0.86,-112.0783,42.1652,2.5,2009,2,7,12,19,15.48,0,-2.5
1.8,-111.5157,39.0572,2.5,2009,2,22,22,20,6.99,0,-2.5
1.67,-111.5233,39.0642,2.5,2009,2,24,14,7,32.11,0,-2.5
1.2,-112.7838,38.5982,2.5,2009,4,19,11,9,28.53,0,-2.5
1.46,-111.9688,39.958,2.5,2009,7,13,1,34,2.74,0,-2.5
1.86,-111.8423,39.3598,2.5,2009,11,28,8,46,19.19,0,-2.5
1.04,-111.4333,40.3548,2.5,2009,12,28,8,55,12.49,0,-2.5
1.39,-111.475,40.297,2.5,2010,3,23,11,3,11.01,0,-2.5
1.74,-112.098,38.8258,2.5,2010,6,24,15,2,27.52,0,-2.5
1.22,-113.4397,37.147,2.5,2010,7,9,11,50,12.31,0,-2.5
0.81,-111.6005,41.242,2.5,2010,7,16,1,55,12.51,0,-2.5
1.59,-113.1042,37.8087,2.5,2010,8,8,17,36,24.34,0,-2.5
1.03,-111.563,40.603,2.5,2010,8,18,15,58,38.62,0,-2.5
0.47,-112.425,42.0075,2.5,2010,10,10,0,3,15.17,0,-2.5
0.34,-112.1292,41.4713,2.5,2010,11,26,13,26,44.66,0,-2.5
1.5,-112.8773,37.3637,2.6,2000,1,7,23,38,19.18,0,-2.6
1.71,-111.9562,38.875,2.6,2000,3,8,15,10,15,0,-2.6
2.14,-111.7622,36.7617,2.6,2000,7,11,18,54,26.95,0,-2.6
0.6,-111.4228,40.7372,2.6,2000,8,17,22,29,25.31,0,-2.6
3.64,-111.3798,42.3523,2.6,2000,10,27,13,17,56.11,0,-2.6
1.64,-112.2458,38.329,2.6,2000,12,12,10,8,8.58,0,-2.6
-0.01,-111.3093,39.2007,2.6,2001,2,15,13,32,55.02,0,-2.6
1.12,-112.5403,38.6907,2.6,2001,2,23,21,27,2.27,0,-2.6
2,-111.4517,40.7362,2.6,2001,9,15,2,1,6.71,0,-2.6
1.39,-111.412,39.608,2.6,2002,1,1,15,4,42.01,0,-2.6
1.95,-111.2723,39.081,2.6,2002,9,28,21,7,13.23,0,-2.6
2.96,-111.6555,39.7862,2.6,2002,11,9,1,32,55.4,0,-2.6
1.28,-111.5265,38.8338,2.6,2002,11,12,23,59,14.08,0,-2.6
0.22,-111.3063,40.3107,2.6,2002,11,16,1,50,23.67,0,-2.6
1.38,-112.1972,42.2085,2.6,2002,11,18,2,33,22.59,0,-2.6
1.15,-112.7902,41.3975,2.6,2002,11,29,14,30,28.23,0,-2.6
0.86,-112.848,38.4132,2.6,2003,8,5,0,43,8.94,0,-2.6
2.1,-112.648,41.465,2.6,2003,11,10,8,51,33.21,0,-2.6
1.17,-112.612,41.9428,2.6,2003,11,20,17,13,1.35,0,-2.6
1.45,-112.4977,38.442,2.6,2003,11,30,23,11,30.36,0,-2.6
2.26,-111.9342,38.9863,2.6,2003,12,25,7,34,15.78,0,-2.6
1.8,-111.947,39.642,2.6,2003,12,27,0,57,5.48,0,-2.6
0.96,-112.2165,41.5763,2.6,2003,12,30,10,57,39.51,0,-2.6
1.41,-111.4333,39.6005,2.6,2004,2,7,18,38,6.56,0,-2.6
2.34,-111.4418,39.7218,2.6,2004,2,15,22,54,3.37,0,-2.6
1.01,-112.3585,41.8968,2.6,2004,3,26,1,58,2.22,0,-2.6
2.96,-112.254,38.2983,2.6,2004,4,23,5,25,16.89,0,-2.6
1.1,-112.3675,41.9095,2.6,2004,5,26,11,47,20.02,0,-2.6
1.12,-112.5723,42.0353,2.6,2004,9,16,7,55,5.7,0,-2.6
0.92,-112.6827,41.2903,2.6,2004,9,23,12,12,52.97,0,-2.6
1.05,-111.6565,39.4007,2.6,2005,4,5,22,56,22.6,0,-2.6
0.64,-112.167,41.5,2.6,2005,7,26,3,0,17.39,0,-2.6
2.05,-112.866,38.5113,2.6,2006,2,12,10,35,47.71,0,-2.6
0.95,-112.573,41.9398,2.6,2006,8,16,23,52,37.4,0,-2.6
2.4,-113.8598,36.8238,2.6,2007,4,15,0,33,11.6,0,-2.6
1.86,-111.9977,38.173,2.6,2007,4,22,13,11,54.06,0,-2.6
1.96,-110.6437,40.9972,2.6,2007,4,29,4,28,27.87,0,-2.6
0.19,-112.3845,41.586,2.6,2007,5,14,7,28,41.11,0,-2.6
1.14,-112.1885,38.4755,2.6,2007,7,14,17,36,14.65,0,-2.6
1.99,-112.6038,37.4488,2.6,2007,9,29,4,11,13.8,0,-2.6
2.02,-111.4472,40.3777,2.6,2008,1,4,12,39,2,0,-2.6
0.71,-112.4652,38.5592,2.6,2008,1,21,10,51,54.25,0,-2.6
0.91,-112.153,38.6887,2.6,2008,5,3,5,7,49.47,0,-2.6
0.57,-112.5703,41.9042,2.6,2008,5,3,19,41,10.1,0,-2.6
0.78,-112.5758,41.8937,2.6,2008,7,16,19,52,10.13,0,-2.6
0.66,-112.096,41.994,2.6,2008,8,9,5,37,43.53,0,-2.6
1.12,-112.5795,38.6813,2.6,2008,8,20,16,33,9.66,0,-2.6
1.05,-111.8853,39.9772,2.6,2008,8,21,20,42,47.62,0,-2.6
0.94,-111.5073,41.8897,2.6,2009,1,2,0,38,51.07,0,-2.6
0.88,-111.509,41.8848,2.6,2009,1,2,9,37,3.39,0,-2.6
0.96,-111.5057,41.8852,2.6,2009,1,2,10,1,11.52,0,-2.6
0.87,-111.9687,39.8855,2.6,2009,1,4,5,46,23.66,0,-2.6
2.89,-108.9175,38.2727,2.6,2009,4,19,13,34,52.89,0,-2.6
1.39,-112.305,38.3203,2.6,2009,6,18,3,7,0.74,0,-2.6
0.95,-112.3593,41.6038,2.6,2009,6,26,18,28,42.79,0,-2.6
2.08,-113.253,40.2535,2.6,2009,12,1,13,56,16.69,0,-2.6
1.01,-112.0538,40.991,2.6,2009,12,23,0,56,49.46,0,-2.6
0.78,-112.559,41.9955,2.6,2010,3,27,9,9,53.36,0,-2.6
3.32,-111.113,38.0437,2.6,2010,4,15,10,48,36.53,0,-2.6
1.74,-111.1948,39.1235,2.6,2010,5,3,12,2,8.32,0,-2.6
0.98,-112.1797,39.5853,2.6,2010,7,13,20,19,6.69,0,-2.6
1.53,-113.5045,37.0257,2.6,2010,7,27,12,25,47.19,0,-2.6
1.03,-111.9443,38.8635,2.6,2010,11,19,20,47,4.39,0,-2.6
0.98,-112.6898,41.8712,2.6,2010,12,27,15,59,26.17,0,-2.6
1.49,-113.3873,38.0438,2.6,2010,12,28,4,22,5.09,0,-2.6
2.5,-114.0077,36.8893,2.7,2000,1,1,2,59,59.93,0,-2.7
0.63,-111.5375,40.6928,2.7,2000,3,14,0,56,47.22,0,-2.7
1.06,-112.4382,38.715,2.7,2000,3,24,3,47,33.61,0,-2.7
0.21,-111.5703,40.6388,2.7,2000,4,11,23,46,30.84,0,-2.7
1.16,-112.6238,42.0068,2.7,2000,10,12,23,12,53.5,0,-2.7
1.39,-113.2243,41.1902,2.7,2000,11,1,7,19,8.36,0,-2.7
2.7,-112.0432,38.7918,2.7,2000,11,8,21,15,4.5,0,-2.7
0.97,-112.1702,38.5643,2.7,2000,11,11,11,44,24.84,0,-2.7
0.44,-111.3237,40.3392,2.7,2000,12,26,4,53,52.17,0,-2.7
2.75,-111.759,40.0705,2.7,2001,2,23,4,56,23.71,0,-2.7
1.18,-112.5455,38.6948,2.7,2001,2,23,22,29,51.92,0,-2.7
0.4,-111.5623,40.7013,2.7,2001,6,27,10,3,43.4,0,-2.7
1.25,-112.2343,39.5753,2.7,2001,11,21,20,46,55.29,0,-2.7
1.93,-111.6377,41.7677,2.7,2002,5,11,2,58,7.12,0,-2.7
0.77,-112.8238,41.7392,2.7,2002,5,16,23,4,49.71,0,-2.7
1.47,-112.4902,41.8467,2.7,2002,7,22,9,2,29.9,0,-2.7
1.09,-112.2998,38.1993,2.7,2002,7,30,18,12,20.27,0,-2.7
1.03,-112.452,38.5348,2.7,2002,8,1,20,19,20.96,0,-2.7
1.26,-112.1505,40.5332,2.7,2002,8,24,17,18,45.84,0,-2.7
1.09,-112.461,38.541,2.7,2002,11,6,1,48,4.8,0,-2.7
1.61,-113.2558,37.8087,2.7,2002,11,20,13,56,49.14,0,-2.7
1.39,-112.4602,38.5328,2.7,2002,11,24,17,49,40.25,0,-2.7
1.19,-113.092,38.2265,2.7,2002,12,4,18,45,21.21,0,-2.7
0.94,-112.3023,42.1305,2.7,2003,2,28,7,17,48.03,0,-2.7
1.78,-112.1953,38.5937,2.7,2003,5,25,1,52,3.22,0,-2.7
0.88,-112.0885,42.1833,2.7,2003,7,3,21,43,31.67,0,-2.7
0.71,-111.452,40.7637,2.7,2003,8,23,18,32,40.99,0,-2.7
1.76,-111.5377,38.6633,2.7,2003,9,27,22,21,11.19,0,-2.7
2.09,-112.6518,41.4613,2.7,2003,11,2,3,21,30.45,0,-2.7
0.48,-111.5127,40.739,2.7,2003,11,17,11,9,0.71,0,-2.7
1.42,-112.4743,37.9825,2.7,2003,12,9,19,26,22.2,0,-2.7
1.35,-111.9342,38.9858,2.7,2003,12,25,18,10,17.7,0,-2.7
2.41,-111.4425,39.7253,2.7,2004,2,15,16,39,32.49,0,-2.7
0.73,-112.6698,38.2963,2.7,2004,3,29,16,50,31.97,0,-2.7
0.32,-112.376,41.9297,2.7,2004,5,18,0,44,14.87,0,-2.7
1.17,-111.8262,39.3993,2.7,2004,8,9,4,59,37.5,0,-2.7
2.08,-111.7045,36.7698,2.7,2005,1,2,2,57,32.02,0,-2.7
2.1,-114.1705,37.6663,2.7,2005,7,22,15,37,38.36,0,-2.7
2.36,-111.2643,38.8385,2.7,2005,10,1,20,48,10.86,0,-2.7
1.21,-112.3955,41.9205,2.7,2005,10,25,22,56,10.23,0,-2.7
0.9,-112.932,41.5208,2.7,2005,11,20,3,58,55,0,-2.7
1.85,-112.2357,38.311,2.7,2005,12,26,12,34,23.52,0,-2.7
1.46,-112.234,38.3033,2.7,2005,12,27,15,15,2.5,0,-2.7
-9.99,-112.5048,37.9015,2.7,2006,1,6,21,54,45.7,0,-2.7
1.26,-112.5823,37.797,2.7,2006,4,6,12,35,8.9,0,-2.7
1.12,-112.5473,41.917,2.7,2006,6,13,16,1,46.31,0,-2.7
1.71,-111.5122,42.4297,2.7,2006,6,30,19,55,19.54,0,-2.7
0.82,-112.5658,41.909,2.7,2006,11,2,22,25,47.36,0,-2.7
1.12,-113.1208,37.8,2.7,2006,11,7,9,3,25.51,0,-2.7
1.79,-111.7182,38.6855,2.7,2007,1,21,10,49,17.78,0,-2.7
1.51,-113.4987,37.9015,2.7,2007,2,9,1,16,7.2,0,-2.7
1.27,-111.989,39.3195,2.7,2007,5,28,21,12,7.73,0,-2.7
1.58,-111.307,40.1005,2.7,2007,6,6,19,50,29.85,0,-2.7
1.14,-112.5427,37.5253,2.7,2007,7,4,1,1,46.73,0,-2.7
1.11,-112.6955,41.2807,2.7,2007,10,4,22,2,50.58,0,-2.7
1.58,-112.4663,37.8103,2.7,2007,12,26,10,22,44.26,0,-2.7
0.24,-112.4315,41.8893,2.7,2008,4,2,22,7,36.12,0,-2.7
3.11,-111.8895,39.9805,2.7,2008,4,20,22,17,57.65,0,-2.7
1.57,-111.8243,41.9905,2.7,2008,4,23,6,50,2.79,0,-2.7
1.04,-112.3232,38.4705,2.7,2008,4,29,8,33,44.08,0,-2.7
1.68,-112.1968,38.4607,2.7,2008,6,12,3,38,51.38,0,-2.7
1.27,-112.3127,37.5243,2.7,2008,9,14,1,19,56.48,0,-2.7
1.37,-113.186,37.7077,2.7,2009,2,20,15,43,19.66,0,-2.7
0.95,-111.3673,41.8508,2.7,2009,9,1,17,2,20.75,0,-2.7
2.11,-113.2093,37.6407,2.7,2010,8,18,14,41,49.31,0,-2.7
2.21,-113.2215,37.6492,2.7,2010,8,26,13,1,35.02,0,-2.7
0.96,-112.626,41.885,2.8,2000,4,12,11,53,27.99,0,-2.8
1.07,-112.1728,38.571,2.8,2000,4,24,3,28,18.05,0,-2.8
1.57,-112.6503,41.418,2.8,2000,5,2,15,4,30.41,0,-2.8
2.41,-111.1855,42.2573,2.8,2000,5,12,21,59,25.79,0,-2.8
1.7,-113.3442,37.0048,2.8,2000,10,19,15,50,44.31,0,-2.8
2.52,-112.944,36.7547,2.8,2000,12,12,13,49,13.55,0,-2.8
2.01,-112.118,39.8035,2.8,2000,12,15,5,53,5.44,0,-2.8
0.65,-111.3863,39.281,2.8,2000,12,29,17,48,46.66,0,-2.8
0.38,-111.4168,40.7232,2.8,2001,2,17,20,51,21.14,0,-2.8
1.77,-112.4993,37.764,2.8,2002,1,27,5,2,22.25,0,-2.8
1.72,-113.3813,37.8577,2.8,2002,3,10,1,40,59.07,0,-2.8
1.67,-110.5822,39.1908,2.8,2002,6,12,9,50,59.2,0,-2.8
0.53,-111.58,40.7607,2.8,2002,7,13,21,14,46.81,0,-2.8
1.2,-111.9215,39.3142,2.8,2002,7,28,16,57,33.87,0,-2.8
1.17,-111.4538,40.734,2.8,2002,8,11,20,54,13.98,0,-2.8
1.33,-111.294,40.5315,2.8,2002,10,1,18,56,55.74,0,-2.8
1.27,-112.0087,39.649,2.8,2002,10,11,9,1,22.04,0,-2.8
1.91,-112.2017,42.196,2.8,2002,11,17,9,43,26.41,0,-2.8
1.92,-113.2225,37.9767,2.8,2002,11,29,1,55,43.93,0,-2.8
0.43,-111.519,40.4512,2.8,2003,5,1,23,39,26.48,0,-2.8
1.07,-111.9053,41.9497,2.8,2003,6,15,20,50,50.78,0,-2.8
1.24,-111.507,38.8088,2.8,2003,6,29,4,16,9.17,0,-2.8
1.73,-112.296,38.3082,2.8,2003,9,2,3,22,27.88,0,-2.8
1.71,-112.9612,37.8288,2.8,2003,10,10,20,32,56.76,0,-2.8
1.89,-113.3687,40.3168,2.8,2003,10,16,19,12,32.46,0,-2.8
0.55,-111.3782,40.6565,2.8,2003,10,20,20,13,54.69,0,-2.8
2.11,-110.9405,39.4998,2.8,2004,3,11,1,1,56.55,0,-2.8
3.27,-111.943,39.6562,2.8,2004,3,19,14,23,28.1,0,-2.8
0.64,-112.235,41.5632,2.8,2004,3,24,5,28,26.43,0,-2.8
0.99,-112.2903,38.184,2.8,2004,7,1,3,55,11.47,0,-2.8
0.95,-112.0728,38.8828,2.8,2004,7,21,6,6,0.23,0,-2.8
1.66,-112.0578,38.7745,2.8,2004,10,21,14,13,37.18,0,-2.8
0.94,-112.5702,41.9123,2.8,2005,2,10,20,20,7.98,0,-2.8
1.8,-113.3997,37.453,2.8,2005,3,11,8,0,59.29,0,-2.8
0,-111.3695,40.6067,2.8,2005,10,28,20,17,24.79,0,-2.8
2.89,-111.691,41.3672,2.8,2005,11,20,10,24,29.22,0,-2.8
0.81,-112.5692,41.9078,2.8,2006,3,5,21,2,5.53,0,-2.8
1.02,-111.7995,39.3942,2.8,2006,3,17,12,10,34.81,0,-2.8
1.39,-111.2628,40.0202,2.8,2006,4,6,12,18,21.11,0,-2.8
0.5,-111.4268,40.3478,2.8,2006,4,19,12,55,31.46,0,-2.8
0.74,-112.5507,41.9177,2.8,2006,6,12,14,0,24.2,0,-2.8
0.64,-111.3482,40.5832,2.8,2006,8,10,18,47,24.96,0,-2.8
3.1,-112.4127,41.8772,2.8,2006,9,27,22,11,12.33,0,-2.8
0.91,-112.3138,38.4423,2.8,2006,11,9,15,57,0.56,0,-2.8
1,-112.886,41.9195,2.8,2006,11,9,17,51,17.52,0,-2.8
0.69,-112.5572,41.9202,2.8,2006,12,31,0,6,53.65,0,-2.8
0.94,-112.8375,41.6863,2.8,2007,3,26,16,5,9.83,0,-2.8
1.65,-111.9953,38.175,2.8,2007,4,22,10,23,35.94,0,-2.8
0.92,-112.5668,42.0292,2.8,2007,4,25,19,10,23.87,0,-2.8
0.92,-111.9828,39.2907,2.8,2007,5,22,6,6,27.53,0,-2.8
1.64,-111.9827,39.3238,2.8,2007,5,22,7,19,55.35,0,-2.8
1.6,-111.884,40.2573,2.8,2007,8,15,19,34,35.09,0,-2.8
1.47,-111.6603,41.0425,2.8,2007,9,18,18,18,53.66,0,-2.8
0.67,-111.9337,41.8823,2.8,2007,11,17,17,1,38.45,0,-2.8
2.09,-113.6367,36.9845,2.8,2008,1,29,21,35,10.41,0,-2.8
0.92,-112.2003,41.8223,2.8,2008,2,1,21,41,38.55,0,-2.8
1.45,-112.5612,38.7177,2.8,2008,2,4,5,5,26.9,0,-2.8
0.63,-112.4263,41.8922,2.8,2008,4,1,14,45,33.68,0,-2.8
1.15,-112.3353,37.5212,2.8,2008,6,15,3,44,1.97,0,-2.8
0.69,-112.1845,41.5437,2.8,2008,8,23,9,13,31.61,0,-2.8
2.29,-113.8935,37.1667,2.8,2008,9,27,8,28,38.27,0,-2.8
2.02,-111.9038,39.991,2.8,2008,11,3,6,26,19.12,0,-2.8
1.41,-111.5322,42.4177,2.8,2008,12,20,9,30,58.62,0,-2.8
1.4,-111.5072,41.8922,2.8,2009,1,1,16,12,2.71,0,-2.8
3.22,-111.7352,38.8182,2.8,2009,3,9,3,20,23.97,0,-2.8
1.43,-112.3382,41.6498,2.8,2009,4,12,18,4,11.42,0,-2.8
1.59,-111.9143,38.9358,2.8,2009,6,25,22,24,24.21,0,-2.8
2.18,-112.7288,41.7983,2.8,2009,8,11,12,12,58.09,0,-2.8
2.23,-112.3218,38.1928,2.8,2009,8,27,3,49,32.68,0,-2.8
1.48,-112.0455,41.4415,2.8,2009,11,2,21,35,38,0,-2.8
2.2,-111.9883,40.467,2.8,2010,3,20,22,10,39.04,0,-2.8
1.3,-112.5343,42.0392,2.8,2010,6,11,18,48,35.86,0,-2.8
0.95,-111.6607,39.7947,2.8,2010,7,30,15,36,7.36,0,-2.8
3.07,-114.1207,37.3087,2.8,2010,9,17,14,56,29.22,0,-2.8
1.1,-112.5268,41.9658,2.8,2010,10,3,17,45,17.07,0,-2.8
1.36,-111.935,38.8703,2.8,2010,11,18,6,6,13.76,0,-2.8
1.98,-112.991,37.7995,2.8,2010,11,29,15,15,51.8,0,-2.8
1.66,-111.3703,42.4567,2.8,2010,12,13,22,32,42.35,0,-2.8
1.03,-111.3657,40.3547,2.9,2000,2,26,17,17,26.76,0,-2.9
2.1,-112.0587,38.9122,2.9,2000,3,8,15,1,53.28,0,-2.9
1.87,-112.9835,37.1597,2.9,2000,3,9,2,2,25.38,0,-2.9
0.59,-112.4743,41.5677,2.9,2000,6,7,3,48,38.08,0,-2.9
0.51,-112.1755,41.4747,2.9,2000,7,3,13,24,36.95,0,-2.9
2.04,-112.4833,37.931,2.9,2000,7,10,12,49,53.35,0,-2.9
1.38,-112.1415,38.7128,2.9,2000,7,13,21,54,59.55,0,-2.9
1.47,-112.1652,38.6663,2.9,2000,7,23,3,16,27.92,0,-2.9
1.66,-112.1622,38.7327,2.9,2000,7,24,17,30,50.5,0,-2.9
1.29,-112.5788,42.0238,2.9,2000,8,30,11,16,59.17,0,-2.9
1.34,-113.1097,37.73,2.9,2000,10,4,16,30,18.85,0,-2.9
1.35,-112.0568,38.7937,2.9,2000,11,8,21,19,26.11,0,-2.9
1.86,-111.3548,40.4335,2.9,2000,12,8,16,52,8.14,0,-2.9
1.81,-112.6227,42.0133,2.9,2000,12,17,9,7,54.2,0,-2.9
1.09,-112.9657,38.414,2.9,2001,2,17,5,38,24.27,0,-2.9
1.06,-112.9765,38.4183,2.9,2001,2,17,19,0,29.72,0,-2.9
1.29,-111.3372,40.2815,2.9,2001,3,1,23,21,44.05,0,-2.9
